"","Control_1h_vs_CAZSAM_1h.logFC","Control_1h_vs_CAZSAM_1h.AveExpr","Control_1h_vs_CAZSAM_1h.t","Control_1h_vs_CAZSAM_1h.P.Value","Control_1h_vs_CAZSAM_1h.adj.P.Val","Control_1h_vs_CAZSAM_1h.B","Control_3h_vs_CAZSAM_3h.logFC","Control_3h_vs_CAZSAM_3h.AveExpr","Control_3h_vs_CAZSAM_3h.t","Control_3h_vs_CAZSAM_3h.P.Value","Control_3h_vs_CAZSAM_3h.adj.P.Val","Control_3h_vs_CAZSAM_3h.B","Control_6h_vs_CAZSAM_6h.logFC","Control_6h_vs_CAZSAM_6h.AveExpr","Control_6h_vs_CAZSAM_6h.t","Control_6h_vs_CAZSAM_6h.P.Value","Control_6h_vs_CAZSAM_6h.adj.P.Val","Control_6h_vs_CAZSAM_6h.B","Geneid","Chr","Start","End","Strand","Length","X5_LCH3194_L7.sorted.bam","X6_LCH3195_L7.sorted.bam","sample4.sorted.bam","X10_LCH3199_L7.sorted.bam","X11_LCH3200_L7.sorted.bam","X12_LCH3201_L7.sorted.bam","X17_LCH3206_L7.sorted.bam","X18_LCH3207_L7.sorted.bam","sample16.sorted.bam","X1_LCH3190_L7.sorted.bam","X2_LCH3191_L7.sorted.bam","X3_LCH3192_L7.sorted.bam","X7_LCH3196_L7.sorted.bam","X8_LCH3197_L7.sorted.bam","X9_LCH3198_L7.sorted.bam","X14_LCH3203_L7.sorted.bam","sample13.sorted.bam","sample15.sorted.bam"
"15",-0.211468268531024,2.19210636076016,-0.598616763306378,0.555940718792028,0.812389761821379,-5.89280347688528,0.752890098391128,2.19210636076016,1.76624393541129,0.0921404562753929,0.203170841754328,-4.84421609560428,-0.540057346503342,2.19210636076016,-1.45566635778761,0.160525186427713,0.21679382877643,-5.58173106771073,"KPMAK6_00016","contig00001","14587","14922","+","336",21,28,17,27,22,23,20,28,10,30,35,20,9,24,8,43,21,24
"16",-0.70712860350695,1.15602990019578,-1.23294001522256,0.231454727180559,0.547714956251349,-5.08627485243925,-0.629200418219132,1.15602990019578,-0.999114481416727,0.329307428214942,0.507257229134619,-5.62198611540157,-0.340439578653659,1.15602990019578,-0.495031287085658,0.625805927145249,0.688822889866397,-6.06695141054737,"KPMAK6_00017","contig00001","14971","15483","-","513",10,7,12,16,6,6,6,3,18,24,22,9,10,11,15,17,10,4
"17",0.269630732896458,3.30606442377795,0.951675439228241,0.35227222943511,0.666659046325188,-5.84694650369238,-0.833772218742106,3.30606442377795,-2.95048572087186,0.00773045948293141,0.0288722171502386,-2.98823768417794,-1.35261811366064,3.30606442377795,-5.35745672976699,2.73906668911843e-05,8.45832619131106e-05,2.29664888637459,"KPMAK6_00018","contig00001","15747","16913","+","1167",33,51,44,26,45,31,51,28,31,32,47,38,45,62,51,122,91,79
"18",-0.655492396900514,0.758912934326195,-1.14660617512146,0.264661444463693,0.583102615942793,-5.06476284735839,-1.43884032362225,0.758912934326195,-2.01894382234555,0.0566694524287534,0.140807847770889,-4.07286418379675,-0.586023432932455,0.758912934326195,-1.05395376975721,0.304084432341462,0.376388641230772,-5.70313808024164,"KPMAK6_00019","contig00001","16965","17525","+","561",12,4,6,1,5,5,8,15,3,10,14,11,7,9,8,7,17,15
"19",-0.5058743320874,2.46395184335977,-1.55041859473726,0.136237156317392,0.419257349745094,-5.0135406003104,0.108324872914324,2.46395184335977,0.297632669813259,0.768958177015545,0.86665235952172,-6.42800935593156,-0.622534702774286,2.46395184335977,-1.72094187755781,0.100216401749575,0.142976261456658,-5.22408800580666,"KPMAK6_00020","contig00001","17527","18768","+","1242",18,31,23,26,23,28,33,14,14,27,38,53,16,22,26,31,23,40
"21",-1.29605027894734,-0.395894526236189,-1.14161874604776,0.266682662460643,0.585168317630316,-4.82072092622352,-0.299302425110249,-0.395894526236189,-0.290956814469709,0.773987528754702,0.869035788039014,-5.7452155991825,-0.337112881631638,-0.395894526236189,-0.292492856520044,0.772829417279576,0.814887128200292,-5.79900569962395,"KPMAK6_00022","contig00001","19097","19396","+","300",1,1,4,3,5,3,5,0,7,6,16,1,17,3,1,4,6,1
"22",0.0437253206024658,0.358594824773372,0.0688275766659272,0.945789207698972,0.986423117554433,-5.57832340343875,-0.88819115092261,0.358594824773372,-1.20186350229837,0.24302304784957,0.413671011039848,-5.17201383486173,-1.64220580259336,0.358594824773372,-2.24836256259758,0.0356132362931391,0.0568519450283396,-3.7975896553913,"KPMAK6_00023","contig00001","19396","19839","+","444",6,12,4,12,1,3,2,2,5,7,8,7,6,12,3,14,5,12
"23",-1.73480060366563,-1.86857178072124,-1.34783080138761,0.192319108099742,0.503255316026971,-4.5418387258392,0.0984917369320173,-1.86857178072124,0.0677043507429391,0.946672468321607,0.969118012787084,-5.36958653229478,0.309133460042455,-1.86857178072124,0.247935184859402,0.806634099640453,0.845052745026412,-5.6173775449136,"KPMAK6_00024","contig00001","19832","19984","+","153",0,1,0,1,0,1,1,0,7,5,1,2,0,2,0,0,12,0
"26",0.291149490556961,3.21473222450117,0.989740117865887,0.333761065383288,0.650094095891274,-5.79150939496385,0.415161927071607,3.21473222450117,1.40194937840386,0.175788274032409,0.326285974701539,-5.73369335264038,-0.364048488054568,3.21473222450117,-1.43761297384736,0.165530472908505,0.222768818480428,-6.00495767426627,"KPMAK6_00027","contig00001","20455","22116","+","1662",44,52,29,41,49,56,41,54,46,38,44,29,26,53,22,65,65,57
"27",0.914544233248967,0.402940820348319,1.00835007325403,0.32496032375058,0.648832610702887,-4.97853655073327,0.696963530513871,0.402940820348319,0.872641726764091,0.392895736712762,0.574655212886316,-5.52555433020744,0.911169531746909,0.402940820348319,1.38746799596103,0.180096295665911,0.239785864261708,-5.30966028494501,"KPMAK6_00028","contig00001","22119","22310","+","192",7,2,9,10,14,3,23,9,9,4,4,1,1,8,6,15,5,4
"28",0.992290650975661,5.15350600179211,2.17832946752398,0.0411273280658568,0.208039933769513,-4.35213106100472,0.417484778183031,5.15350600179211,1.33428407917822,0.196643643141802,0.35320831082398,-6.4604638857681,0.928237057805535,5.15350600179211,3.7089715117367,0.00133004813613091,0.00293156810949265,-2.23470168554652,"KPMAK6_00029","contig00001","22464","22760","-","297",95,97,108,306,159,221,491,457,472,50,70,46,133,203,114,336,365,145
"29",0.245125623659402,8.35536429610397,1.55986463583206,0.133991889172851,0.414535079187843,-6.13338870991592,0.351648116769557,8.35536429610397,2.57272401654605,0.0178887709714421,0.0571822714733353,-4.91096729899931,0.689927242917822,8.35536429610397,5.22787300925334,3.69724902285526e-05,0.00011104160887333,0.988737590524149,"KPMAK6_00030","contig00001","22785","23750","-","966",721,749,849,3072,1935,1920,3521,3590,2728,664,768,725,1364,1677,1676,2032,1740,2630
"30",0.334993859251431,5.73717932147343,2.56298530705773,0.0182711089283943,0.122576302023365,-4.102817152209,0.264980998698552,5.73717932147343,1.89153122798116,0.0726680730026614,0.169864785629479,-5.71766832661833,1.25108707965864,5.73717932147343,9.04170982507745,1.27261018647424e-08,8.03541043624384e-08,9.60465188521928,"KPMAK6_00031","contig00001","24108","24989","-","882",293,295,295,320,243,236,403,423,326,242,289,242,209,234,150,157,160,185
"31",-0.0152142383364335,6.12299228845019,-0.122966070138992,0.9033232806263,0.976637988802237,-7.09617073771516,-0.0597678073526513,6.12299228845019,-0.459854031121687,0.65042745274938,0.787467660479568,-7.38719574445177,0.766862462087644,6.12299228845019,6.79677709786178,1.10818776514564e-06,4.59987914581334e-06,4.86405395736045,"KPMAK6_00032","contig00001","25001","26452","-","1452",272,296,307,285,293,249,599,638,436,281,357,342,220,296,250,336,356,326
"32",0.596279596604369,2.18686466241859,1.46598101628215,0.157721019437275,0.453152415053457,-4.95671381205333,-0.011130884216092,2.18686466241859,-0.0257501253888685,0.979703943354007,0.986838898349997,-6.31936413412441,0.921400709253152,2.18686466241859,2.74647791088985,0.0122135519900187,0.0218209499102632,-3.42147509157967,"KPMAK6_00033","contig00001","26442","26684","-","243",22,24,21,22,13,18,49,34,37,8,22,23,20,12,16,18,32,18
"33",0.0557196203992181,8.96242822834863,0.498544288918841,0.623370885043432,0.854349218597574,-7.37656338304414,0.840768971560791,8.96242822834863,7.10968879519217,5.71100430209713e-07,8.68299152672955e-06,5.46821041668009,2.66148594563671,8.96242822834863,23.8699390749702,1.63689355579021e-16,1.5912532659837e-14,27.9114297732036,"KPMAK6_00034","contig00001","26795","28144","-","1350",2313,2318,2767,2654,2422,1840,8765,8212,6721,2395,3008,2450,1126,1244,1024,1256,1096,1569
"34",0.13850168505201,7.60672904436157,1.23034399165523,0.232404751208493,0.548512005160943,-6.61929427685465,0.780918255431629,7.60672904436157,6.32912560720945,3.05684846612155e-06,3.62165689131884e-05,3.89900607320384,1.88122623265549,7.60672904436157,16.9159924891741,1.42995673115436e-13,4.41067688281922e-12,21.0340242409947,"KPMAK6_00035","contig00001","28155","28622","-","468",903,922,1069,1069,914,738,2568,2286,2182,939,1117,847,442,532,420,681,576,735
"35",-0.029558528382692,7.30068065552716,-0.249126530541845,0.805724858642983,0.93925397835293,-7.35897259602801,0.822980205002118,7.30068065552716,5.99419525675569,6.43027699686179e-06,6.98609243768365e-05,3.1825661746436,2.05364608238663,7.30068065552716,15.5272565986711,7.40897879309201e-13,1.7139650509709e-11,19.4181596035352,"KPMAK6_00036","contig00001","28645","29097","-","453",870,909,1125,864,774,658,1565,1524,1375,1112,1268,892,311,437,405,386,313,424
"36",0.353749739861184,5.69133854221233,2.52939427234279,0.0196495729780806,0.128923298500438,-4.17023484249681,0.90772844594394,5.69133854221233,5.69711620673661,1.25749371741648e-05,0.000122932036090605,2.77957493574706,0.858587345350685,5.69133854221233,5.92185763444353,7.56397491256487e-06,2.61908731327327e-05,3.05559220209706,"KPMAK6_00037","contig00001","29321","29929","-","609",248,330,318,336,306,249,353,348,316,234,319,222,143,140,136,155,190,246
"37",-0.176093841859294,5.16326085585079,-1.23165032842429,0.231926321812349,0.547864687133308,-6.23557583399346,-0.224114516045032,5.16326085585079,-1.37677876166468,0.183329919239513,0.33509841225532,-6.36260108412963,0.136771642037785,5.16326085585079,0.79390908581143,0.43627998061842,0.509357114635428,-7.10102536654033,"KPMAK6_00038","contig00001","29929","30930","-","1002",175,220,205,140,173,151,140,144,137,210,261,285,172,172,137,137,115,144
"38",0.521023884878988,6.37911575240012,4.12302604942734,0.000498915358650098,0.00818861996903692,-0.713783165029683,0.918268845493336,6.37911575240012,6.78772974403867,1.1298515637571e-06,1.55884661765665e-05,5.09050585192528,0.597206742641388,6.37911575240012,5.09133373469649,5.07970595811401e-05,0.00014907064552856,0.930325572248286,"KPMAK6_00039","contig00001","31430","33370","+","1941",394,457,442,530,466,407,620,656,529,345,395,262,223,195,243,437,407,396
"39",0.207560510694984,8.21268184973626,1.87645409430174,0.0748027724604257,0.297603024310678,-5.67912976787738,0.381334425503534,8.21268184973626,3.63283392977281,0.00159149778782399,0.0076332159314132,-2.53262933514685,0.565067978873394,8.21268184973626,5.72952550191204,1.16820769219876e-05,3.93089071099107e-05,2.17683040057107,"KPMAK6_00040","contig00001","33676","34719","+","1044",824,1005,1041,1931,1558,1374,2930,2590,2390,923,1020,798,944,1231,1120,2046,1688,1837
"40",0.254423380766704,6.9647418092048,1.46552308218253,0.157844663905776,0.453265014008721,-6.08333634410662,0.217466120898965,6.9647418092048,1.39288115939021,0.1784761888237,0.329580421718222,-6.7258587709977,0.869572910053284,6.9647418092048,6.4238810437531,2.48314316317025e-06,9.57401534248186e-06,3.85032228059578,"KPMAK6_00041","contig00001","34790","35782","+","993",322,358,436,814,524,512,1503,1532,1288,316,367,343,440,489,453,828,628,1046
"41",0.215837816746467,4.35282796589762,0.986776746873951,0.335177566678543,0.651774637812949,-6.04771015097893,-0.00785286080663639,4.35282796589762,-0.0381398937645885,0.969942577518211,0.981463388676515,-7.03323883222302,1.34621971295104,4.35282796589762,8.24231195105881,5.78432226003004e-08,3.18731597223627e-07,8.20432859293643,"KPMAK6_00042","contig00001","35782","36270","+","489",72,84,61,112,71,79,236,278,219,60,81,65,60,93,79,90,85,125
"42",-0.0940193383098054,6.4889403561367,-0.81048116992351,0.426908927348952,0.728759541639203,-6.92916683949839,-0.353141642255991,6.4889403561367,-2.87407095151914,0.00918484978070029,0.0330600760975464,-4.01914015871746,0.867474894770687,6.4889403561367,6.28039896482397,3.40318915388779e-06,1.26852478894847e-05,3.81274101685889,"KPMAK6_00043","contig00001","36278","36859","+","582",438,626,478,404,455,389,470,413,345,512,659,645,478,503,432,239,257,207
"43",0.131437100130132,7.97540943115737,1.74971950919056,0.0950188789207912,0.342793628179603,-5.95731805926495,-0.050327225727318,7.97540943115737,-0.651314484540199,0.522028680080869,0.689571234554276,-7.64366142474786,0.331879442710685,7.97540943115737,4.07360394012931,0.000560988011149663,0.00133992997589686,-1.60987888702007,"KPMAK6_00044","contig00001","36862","38331","+","1470",1319,1794,1452,1403,1199,1258,1039,1081,833,1430,1809,1358,1117,1298,1128,791,728,922
"44",0.176096659461167,7.24885888075537,1.83484389496373,0.0809816841200414,0.313358831054263,-5.75244146737949,0.341167968331231,7.24885888075537,3.28744677290105,0.00356935042635707,0.0152158091646215,-3.1997842346688,1.13724895193438,7.24885888075537,10.5480160992799,9.09619231977482e-10,7.65192228530274e-09,12.1086333827569,"KPMAK6_00045","contig00001","38369","42166","+","3798",859,1076,970,800,783,764,968,908,709,968,1028,842,503,661,489,455,300,480
"45",-0.0333639497171792,8.28431794986159,-0.43465650449784,0.668321510570237,0.877667240604294,-7.39873437070299,-0.14445573803202,8.28431794986159,-1.77914392010875,0.0899459386879126,0.19994224389231,-6.34270840994707,0.336560007547219,8.28431794986159,3.89505987654403,0.000856613319137322,0.00197061452370767,-2.0418608038575,"KPMAK6_00046","contig00001","42255","43700","+","1446",1933,2615,2072,1333,1535,1467,1150,1147,863,2372,2790,2285,1434,1499,1312,898,775,923
"46",-0.165586333624257,6.31302981297212,-1.31952441391762,0.201442044402656,0.514583270970517,-6.35245924011268,-0.280535638477151,6.31302981297212,-2.1269681652093,0.0456531017297669,0.1192892877233,-5.4782142269582,-0.659841898466531,6.31302981297212,-4.51165644293437,0.000198534990890818,0.000520609575324138,-0.283847968196017,"KPMAK6_00047","contig00001","43736","44665","-","930",415,517,349,373,367,389,259,203,212,469,681,441,372,511,345,357,310,441
"47",0.794819748135955,1.86228703372669,2.12212108699244,0.0461026798349224,0.223516786516737,-4.02029937594057,0.759178928997259,1.86228703372669,1.67335902414915,0.109343781381213,0.229866069202103,-4.93675635321469,-0.394210252618184,1.86228703372669,-0.850630904202988,0.404733303296526,0.478248269218946,-6.04582489875753,"KPMAK6_00048","contig00001","44797","45000","+","204",25,28,32,30,12,25,9,14,13,13,23,18,17,14,5,16,16,16
"48",-0.325754197838713,4.63986848452619,-1.94508429448224,0.0655126815465159,0.277073728810205,-5.03952563809114,0.0759188136375961,4.63986848452619,0.413521955255031,0.683488526065488,0.812645750862534,-7.09898414883409,-0.127701707168216,4.63986848452619,-0.633313233806156,0.533483302262896,0.602399512569948,-7.05991735902795,"KPMAK6_00049","contig00001","45008","45940","+","933",115,144,119,159,117,111,101,89,74,162,226,140,76,128,125,103,75,125
"49",0.0273724539365068,5.12991884207976,0.157455602073179,0.876415720543853,0.966821795136639,-6.84858101925596,0.053313578370914,5.12991884207976,0.298720317727953,0.768139763511826,0.866272870590053,-7.22978342498345,0.371920892162599,5.12991884207976,2.35336002454415,0.0286053860693573,0.0466641662718056,-5.0060039705312,"KPMAK6_00050","contig00001","45946","47913","+","1968",141,164,140,209,132,138,260,229,180,169,178,137,146,141,117,205,191,147
"50",0.0120556737661209,0.222014523733153,0.0194215545099202,0.984691311053145,0.995548399787851,-5.68973768639913,0.592656256966434,0.222014523733153,0.820713997961991,0.421185934444142,0.601492247953704,-5.63299842498295,-2.4144893861737,0.222014523733153,-2.11640610009557,0.0466378964649773,0.0724683237775139,-3.82858073882087,"KPMAK6_00051","contig00001","47993","48268","+","276",16,12,4,15,3,14,0,3,0,9,14,8,6,3,7,8,7,2
"51",1.072230513882,5.99668330582166,6.10016076921883,5.07471648419211e-06,0.000194542881218993,3.93113359852704,2.89962267728669,5.99668330582166,13.1417357677736,1.71154443163513e-11,1.12022670299826e-09,16.5106809947051,3.69930989109204,5.99668330582166,17.7105527193269,5.87724352703232e-14,2.06164483722761e-12,22.1499993086326,"KPMAK6_00052","contig00001","48319","48585","-","267",440,406,443,798,662,754,1332,1053,1278,189,307,188,81,88,93,98,114,83
"52",1.33762095232078,5.80697226239162,7.66451599377059,1.82066692604916e-07,1.32047559352781e-05,7.32039860200582,2.71645269677983,5.80697226239162,12.769462271326,2.91092990509743e-11,1.73588453340643e-09,15.9890134257519,3.70753270722971,5.80697226239162,18.9059655604175,1.64481786790668e-14,6.6876799220115e-13,23.4194227609354,"KPMAK6_00053","contig00001","48684","48947","-","264",425,394,354,705,556,515,1252,1064,1206,169,223,125,78,87,72,86,91,102
"53",0.104110411782489,5.61293840926093,0.795602807593801,0.435316421377803,0.735843426901732,-6.60206660617741,0.095790504200906,5.61293840926093,0.80253141870525,0.43138848329187,0.61024301260608,-7.12739470630031,-0.0121591925719162,5.61293840926093,-0.108168044785505,0.914906856429965,0.933518079555061,-7.68561967342329,"KPMAK6_00054","contig00001","49323","49793","-","471",175,211,157,311,249,225,291,304,234,172,212,173,227,231,191,294,269,304
"54",0.313545252454343,9.71998772892327,2.34870740604818,0.0288868134601276,0.165107058403094,-4.93232970450061,-0.601316421911296,9.71998772892327,-4.96121968947833,6.88507843229735e-05,0.0005160924014824,0.455083158975858,-1.27056382133806,9.71998772892327,-10.2781281043712,1.43114390219819e-09,1.14470183652722e-08,11.3772051710638,"KPMAK6_00055","contig00001","50208","51146","+","939",2113,2867,1831,4560,5582,5566,3272,2890,3153,1806,2382,1807,7171,7516,6382,7008,7986,8444
"55",-0.15386868845049,7.72175637265378,-1.74960277330428,0.0950394855098286,0.342793628179603,-5.90698997342415,-0.234713878296784,7.72175637265378,-2.6681039086817,0.0145220142612199,0.0479749555197317,-4.63960309349628,-0.644901405632167,7.72175637265378,-7.0568312288886,6.38186724019508e-07,2.7960393043369e-06,5.27684986164778,"KPMAK6_00056","contig00001","51283","52341","-","1059",865,1012,1008,1083,1078,942,742,717,604,1031,1446,1088,986,1145,1106,1083,978,1308
"56",-0.0680693802633403,8.74809734810032,-0.770214322772222,0.449897854067152,0.746022317371098,-7.19727320923479,-0.248437411772668,8.74809734810032,-2.78295124884193,0.0112623349004985,0.0386971519916617,-4.49369530378335,-0.261254045417497,8.74809734810032,-2.79396755183229,0.0109891901736579,0.0198917314205808,-4.5962881539031,"KPMAK6_00057","contig00001","52429","53796","-","1368",2062,2709,2155,2070,2316,2155,1597,1318,1149,2384,3159,2474,2189,2698,2035,1694,1748,1605
"57",0.0531688163550559,7.27170874605372,0.453182207340137,0.655145006244429,0.869906790824802,-7.27425962457866,-0.0460428741852059,7.27170874605372,-0.375717798504581,0.710959864086301,0.830693290957004,-7.70690616112274,0.19559442904803,7.27170874605372,1.47145178722763,0.15624996931114,0.212011029454455,-6.79492189428706,"KPMAK6_00058","contig00001","53970","54368","-","399",813,1041,941,763,861,755,546,556,568,1035,1122,825,726,812,643,556,526,439
"58",-0.155749411560944,7.09850154621903,-1.39695992704048,0.177263162045493,0.484651752775425,-6.34561677113072,-0.19446355097068,7.09850154621903,-1.671544225116,0.10970544923033,0.230445849713965,-6.34826201169187,-0.0108408652715219,7.09850154621903,-0.0965185728441815,0.924039622343106,0.941226163050949,-7.92267336727567,"KPMAK6_00059","contig00001","54559","55686","+","1128",528,708,661,563,550,597,750,609,614,776,875,678,583,571,582,693,550,839
"59",0.610628039771104,10.4786381321213,7.1242573029029,5.53919295546163e-07,3.14884349447287e-05,5.8145690578365,0.205811375238694,10.4786381321213,2.53036529144659,0.0196083926309171,0.0612206185282908,-5.11620787269549,0.873423615493426,10.4786381321213,11.2334530324491,2.98226048079297e-10,2.94765966858488e-09,12.9327044209381,"KPMAK6_00060","contig00001","55952","56380","+","429",3945,4398,4674,8985,7418,7138,17319,18256,12756,3002,3678,2760,5755,6649,5643,9760,8369,9146
"60",0.456038796390105,8.79819116758242,3.72430507207752,0.00128277791762382,0.0169694118410882,-1.88302377919259,0.203955173055425,8.79819116758242,1.7758623944804,0.0904998597450889,0.200707746798303,-6.39014894685859,1.46311569278705,8.79819116758242,13.4218324424968,1.15679729818117e-11,1.7874559191631e-10,16.3892183997895,"KPMAK6_00061","contig00001","56396","56788","+","393",1310,1328,1479,2854,2198,2038,6544,6472,4891,1098,1168,1043,1676,2102,1652,2578,2198,1989
"61",0.0663857051050165,8.10660616177712,0.847729792447718,0.406310470110178,0.711749271395233,-7.06284959225124,-0.0353631481469812,8.10660616177712,-0.451907390491058,0.656048104197377,0.792294234044029,-7.76936539186014,0.156104571276817,8.10660616177712,1.96693103599261,0.0627774163674514,0.0944830043870195,-6.17821493782407,"KPMAK6_00062","contig00001","57100","57738","+","639",1222,1397,1289,1453,1415,1356,1369,1373,1055,1371,1483,1268,1349,1335,1162,1220,1043,1278
"62",0.13568770726584,7.58564541754859,1.43311377089404,0.16679731431639,0.467224001010473,-6.33233954048965,0.28961170881857,7.58564541754859,3.10552226561436,0.00543001912170098,0.0214675952320517,-3.67218380640638,0.658514277054177,7.58564541754859,7.15291054286846,5.21664198978569e-07,2.33703819358763e-06,5.46190053717642,"KPMAK6_00063","contig00001","57742","58236","+","495",798,825,847,1104,1111,986,1394,1250,1021,766,923,796,755,841,726,949,708,765
